Ticker,date,close,volume,sentiment,headline,News_Body,Time,seq
,9/16/2016,,,,"Intel Had Seen 3Q Revenue $14.9B, Plus Or Minus $500M >INTC","<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:00 ET (13:00 GMT)</p>
",1:00:43 PM,3532
,9/16/2016,,,,Intel: Increase In Rev View Primarily Driven By Replenishment Of PC Supply Chain Inventory >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:01 ET (13:01 GMT)</p>
",1:01:02 PM,3536
,9/16/2016,,,,Intel: Also Seeing Some Signs Of Improving PC Demand >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:01 ET (13:01 GMT)</p>
",1:01:13 PM,3540
,9/16/2016,,,,Intel Raises 3Q Gross Margin View >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:01 ET (13:01 GMT)</p>
",1:01:38 PM,3544
,9/16/2016,,,,"Intel Now Sees 3Q Gross Margin 62%, Plus Or Minus A Couple Of Points >INTC","<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:02 ET (13:02 GMT)</p>
",1:02:09 PM,3546
,9/16/2016,,,,Intel Had Seen 3Q Gross Margin Range Midpoint 60% >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:02 ET (13:02 GMT)</p>
",1:02:51 PM,3560
,9/16/2016,,,,"Intel Now Sees 3Q Adjusted Gross Margin 63%, Plus Or Minus A Couple Of Points >INTC","<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:03 ET (13:03 GMT)</p>
",1:03:27 PM,3568
,9/16/2016,,,,Intel Had Seen 3Q Adjusted Gross Margin Range Midpoint 62% >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:03 ET (13:03 GMT)</p>
",1:03:43 PM,3571
,9/16/2016,,,,Intel Improved 3Q Margin View Driven Mostly By Higher PC Unit Volume >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:04 ET (13:04 GMT)</p>
",1:04:08 PM,3577
,9/16/2016,,,,Intel Raises 3Q R&D Plus MG&A Spending View to $5.2B From $5.1B,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:05 ET (13:05 GMT)</p>
",1:05:20 PM,3602
,9/16/2016,,,,Intel Now Sees 3Q Tax Rate 22%; Had Seen 21% >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:06 ET (13:06 GMT)</p>
",1:06:10 PM,3613
,9/16/2016,,,,Intel Withdraws Remaining Guidance; Will Update With 3Q Report on Oct. 18,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  September 16, 2016 09:07 ET (13:07 GMT)</p>
",1:07:15 PM,3619
,9/16/2016,,,,Intel Raises Third-Quarter Guidance on PC Improvement >INTC,"<pre>
By Anne Steele </pre>
<p>
     Intel Corp. on Friday raised its revenue outlook for the third quarter amid signs of improving demand in the personal-computer market. </p>
<p>
     The chip maker said it now expects third-quarter revenue of $15.6 billion, plus or minus $300 million, up from a previous range of $14.9 billion, plus or minus $500 million. </p>
<p>
     Intel said the guidance increase comes as inventory in the PC supply chain needed to be replenished, and that the company had seen ""some signs of improving PC demand."" </p>
<p>
     Intel shares, up 6% this year, added another 3.8% premarket to $37.96. </p>
<p>
     When reporting its second-quarter's results in July, the Santa Clara, Calif., company gave indications that fallout from the declining PC industry is moderating even as more lucrative server-chip sales grew less than expected. </p>
<p>
     Intel's chief executive, Brian Krzanich, has tried to position the company for a new era in which PCs aren't an overriding focus. At present, however, Intel still gets the largest share of its revenue from PC chips. Last quarter, its revenue from the ""client"" device business that includes PCs declined 3% from the year-earlier period. </p>
<p>
     Meanwhile, Intel has slashed head count to adjust to weaker sales growth and free up cash to invest in newer businesses. </p>
<p>
     Intel is set to report earnings for the September quarter on Oct. 18. </p>
<p>
     Write to Anne Steele at Anne.Steele@wsj.com </p>
<pre>
 </pre>
<p>
  (END) Dow Jones Newswires</p>
<p>
  September 16, 2016 09:38 ET (13:38 GMT)</p>
",1:38:00 PM,3866
,10/18/2016,,,,Intel 3Q EPS 69c >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  October 18, 2016 16:00 ET (20:00 GMT)</p>
",8:00:57 PM,8966
,10/18/2016,,,,Intel 3Q Net $3.4B >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  October 18, 2016 16:00 ET (20:00 GMT)</p>
",8:00:57 PM,8967
,10/18/2016,,,,Intel 3Q Rev $15.8B >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  October 18, 2016 16:00 ET (20:00 GMT)</p>
",8:00:57 PM,8968
,10/18/2016,,,,Intel 3Q Gross Margin 63.3% >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  October 18, 2016 16:00 ET (20:00 GMT)</p>
",8:00:57 PM,8969
,10/18/2016,,,,Intel's Earnings Rise but Revenue Outlook Disappoints,"<pre>
By Don Clark </pre>
<p>
     Intel Corp. reported an 8.7% rise in third-quarter earnings, as a lengthy slide in the personal computer market eased a bit and cloud companies stocked up on servers. </p>
<p>
     Shares of the chip giant slid 3.6% to $36.39 in after-hours trading as the company also provided a lackluster revenue outlook for the current quarter. </p>
<p>
     Intel, whose chips provide processing power for the vast majority of computers, in July reported a 51% profit drop on charges resulting from a plan to reduce its workforce by 12,000 people by mid-2017. The company linked those cuts to a strategy to reduce its dependence on selling chips for PCs, emphasizing servers and noncomputer devices associated with a trend called the Internet of Things. </p>
<p>
     For the moment, though, PC chips remain the company's largest source of revenue. Intel in September boosted its financial guidance for the third quarter, citing moves by PC makers to rebuild their inventories and some signs of stronger customer demand. Gartner Inc. and International Data Corp. last week reported the latest in a series of shipment declines for the PC business, though IDC said the decline was less severe than expected. </p>
<p>
     Intel reported Tuesday that revenue for its client computing group -- composed largely of PC chips -- increased to $8.89 billion from $8.51 billion a year ago. Besides shipment volumes, revenue in the unit can fluctuate according to whether customers selected higher-priced chips or not. </p>
<p>
     In the company's data center group, whose products are priced higher and command wider profit margins than PC chips, Intel said third quarter revenue rose to $4.54 billion from $4.14 billion. Analysts had been expecting revenue of about $4.6 billion, according to FactSet, based partly on expectations of higher spending by cloud computing services. </p>
<p>
     Intel said revenue in its Internet of Things group increased $689 million from $581 million. </p>
<p>
     Brian Krzanich, Intel's chief executive, said Tuesday that the results show Intel's continuing transformation to a company that powers the cloud and connected devices. </p>
<p>
     In all, Intel reported net income of $3.38 billion, or 69 cents a share, compared with profit in the year-earlier period of $3.1 billion, or 64 cents a share. Revenue rose to $15.78 billion from $14.47 billion. </p>
<p>
     Excluding one-time items, Intel put per share profit at 80 cents a share. Analysts on that basis had predicted earnings per share of 72 cents on revenue of $15.6 billion, in line with the figure Intel projected last month. </p>
<p>
     For the current quarter, Intel projected revenue between $15.2 billion and $16.2 billion. Analysts, on average, had projected revenue of $15.9 billion. </p>
<p>
     Write to Don Clark at don.clark@wsj.com </p>
<pre>
 </pre>
<p>
  (END) Dow Jones Newswires</p>
<p>
  October 18, 2016 16:28 ET (20:28 GMT)</p>
",8:28:10 PM,9717
,12/11/2016,,,,Elon Musk to Join Trump's Tech Meeting - Sources,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  December 11, 2016 17:32 ET (22:32 GMT)</p>
",10:32:59 PM,1149
,12/11/2016,,,,Elon Musk to Join Trump's Tech Meeting - Sources,"<pre>
By Rolfe Winkler </pre>
<p>
     Billionaire entrepreneur Elon Musk plans to be in attendance at President-elect Donald Trump's meeting of tech-industry executives this Wednesday in New York, according to people familiar with the matter. </p>
<p>
     Mr. Musk is the chief executive of electric-car maker Tesla Motors Inc. and rocket company Space Exploration Technologies Corp., and is a close associate of Peter Thiel, the tech investor and entrepreneur that backed Mr. Trump during the campaign. Mr. Thiel sits on the transition team and is helping to organize this Wednesday's meeting. He and Mr. Musk were both founders of payments company PayPal, and Mr. Thiel's venture-capital firm Founders Fund backs SpaceX. </p>
<p>
     As reported Saturday, other tech executives expected to attend Wednesday's meeting include Apple Inc. Chief Executive Tim Cook, Facebook Inc. Chief Operating Officer Sheryl Sandberg, Microsoft Corp. CEO Satya Nadella, and both the CEO and chairman of Google parent Alphabet Inc., Larry Page and Eric Schmidt, people familiar with the plans said. The CEOs of Intel Corp., International Business Machines Corp., Oracle Corp. and Cisco Systems Inc. are also expected to attend, the people said. </p>
<p>
     Mr. Musk's various businesses are more dependent on the U.S. government for revenue than most tech companies. </p>
<p>
     SpaceX's single largest customer is the National Aeronautics and Space Administration, which over the past eight years has awarded contracts valued at more than $6.5 billion to deliver cargo and eventually, U.S. astronauts, to the international space station. The company also seeks to win hundreds of millions of dollars of additional contracts from the U.S. Air Force over the next few years. </p>
<p>
     Tesla benefits from government tax credits that reduce the effective price of its vehicles. The electric car maker  recently acquired SolarCity Corp., a company founded by Mr. Musk's cousins that installs solar panels, a portion of the cost of which can be offset by federal tax credits. </p>
<p>
     In the week leading up to the presidential election, Mr. Musk said in an interview on CNBC that he didn't believe Mr. Trump was ""the right guy"" to be president and that the real-estate magnate ""doesn't seem to have the sort of character that reflects well on the United States."" </p>
<p>
     The agenda for this Wednesday's meeting is unclear, though Mr. Trump has emphasized the importance of boosting American jobs and targeted companies including Apple and IBM for purportedly sending jobs overseas. </p>
<p>
     -- </p>
<p>
  Tim Higgins </p>
<p>
     and Andy Pasztor contributed to this article. </p>
<p>
  Write to Rolfe Winkler at rolfe.winkler@wsj.com </p>
<pre>
 </pre>
<p>
  (END) Dow Jones Newswires</p>
<p>
  December 11, 2016 17:32 ET (22:32 GMT)</p>
",10:32:59 PM,1150
,1/25/2017,,,,Dow Closes Above 20000 for First Time,"<pre>
By Aaron Kuriloff and Corrie Driebusch </pre>
<p>
     The Dow Jones Industrial Average closed above 20000 for the first time Wednesday, as a rally in banks and manufacturers reflected investors' growing confidence that President Donald Trump will preside over a new era of U.S. growth. </p>
<p>
     Mr. Trump's moves to cut regulations and promote infrastructure projects during his first week in office helped propel the index of 30 stocks over its latest milestone, as investors bet that Mr. Trump would follow through with business-friendly plans like cutting taxes and increasing government spending. </p>
<p>
     The Dow industrials raced past 20000 when the market opened Wednesday and held on to its gains throughout the session, closing up roughly 156 points, or 0.8%, at 20069. </p>
<p>
     It took the blue-chip index 42 trading days to close above 20000 -- the second-fastest thousand-point gain in the index's history, after its 24-day climb from 10000 to 11000 during the dot.com boom in 1999. The Dow industrials notched their first close above 19000 on Nov. 22. amid the postelection rally that has sent the index up more than 9% since Nov. 8. </p>
<p>
     Even as indexes soar to unprecedented highs, many investors urged caution. Interest rates are still relatively low, reflecting ongoing sluggishness in the global economy. Volatility has waned and stocks are expensive compared with their historical levels -- three signs that some investors say could herald a pullback. </p>
<p>
     It hasn't been a straight path upward for the Dow. The index rose 7% from the close on Election Day through Dec. 8, but then gains slowed as investors questioned the likelihood and timing of Mr. Trump's policies. A postelection climb in the dollar and Treasury yields also stalled in recent weeks. </p>
<p>
     The Dow made several attempts at 20000, including when it touched 19999.63 on Jan. 6, but it fell short each time -- until Wednesday. </p>
<p>
     Investors piled into manufacturing stocks this week, providing some of the momentum that carried the index over the top, after Mr. Trump's moves to revive oil-pipeline projects and ease regulations signaled the first steps toward clearing the way for a surge in infrastructure spending. </p>
<p>
     Recent data showing an acceleration in U.S. economic growth and an improvement in corporate earnings have also bolstered investors' outlook. Earnings for S&amp;P 500 companies are expected to grow in the fourth quarter from the year-earlier period, according to analysts polled by FactSet. That would mark the second straight quarter of earnings growth after five quarters of contractions, according to FactSet. </p>
<p>
     ""The gains are every bit as much that the economy is doing better and earnings are improving as it is a boost from hope for fiscal policies under Mr. Trump,"" said Bob Doll, senior portfolio manager with Nuveen Asset Management. </p>
<p>
     Soaring shares of Boeing Co. led Wednesday's gains in the Dow industrials, with the aerospace company rising 4.2% after beating expectations for earnings in the final quarter of the year. International Business Machines Corp. also exceeded analysts' earnings projections last week, helping propel a climb that has made the computer company one of the biggest contributors to the blue-chip index since the start of 2017. </p>
<p>
     But bank shares are responsible for much of the Dow's rise to its latest milestone. Many consider the health of the sector to be intertwined with that of the economy because of the fundamental role banks play in facilitating the flow of money, and say the recent gains are an indication that the nearly eight-year bull market can keep going. </p>
<p>
     The KBW Nasdaq Bank Index of large U.S. commercial lenders has soared 24% since Election Day, reflecting the prospect of higher interest rates and less-stringent regulation, which could ease some of the pressure lenders have faced since the financial crisis. The yield on the benchmark 10-year Treasury note is back up above 2.5% after it fell to 1.366% on July 8, the lowest level on record, though rates are still low by historical standards. Yields fall as bond prices rise. </p>
<p>
     Gains in Goldman Sachs Group Inc. and J.P. Morgan Chase &amp; Co. together accounted for more than a quarter of the postelection point gain made by the Dow Jones Industrial Average, a price-weighted measure that means the bigger the stock price, the larger the sway for a component. </p>
<p>
     Goldman joined the index in 2013, making it a relatively new entrant to the average that made its debut in 1896 with 12 ""smokestack"" companies, including Tennessee Coal &amp; Iron, U.S. Leather and General Electric Co. (which was removed and restored along the way but is the only original component in the current index). Technology companies including Microsoft Corp. and Intel Corp. were added in the 1990s, while companies such as Bethlehem Steel and Woolworth dropped out. Wall Street Journal editors participate in selecting the stocks in the Dow, as they always have, though the index itself is now part of S&amp;P Global Inc. </p>
<p>
     Dow 20000 has left some analysts and investors cautious. </p>
<p>
     A gauge that tracks expectations for volatility in stocks is on track to close at its lowest level in years -- a bearish indicator to those that view low levels as a sign of investors' complacency. The CBOE Volatility Index, or VIX, was below 11 on Wednesday. </p>
<p>
     ""The three components for the Trump plan we think are most meaningful for companies are tax policy, regulation and infrastructure investment,"" said Joseph Amato, chief investment officer of equities at Neuberger Berman. ""As the prospects of policy changes in those three areas waxes and wanes, enthusiasm for stocks will build up or enthusiasm will recede, "" said Mr. Amato. </p>
<p>
     Many investors worried stocks were expensive even before the postelection run-up, given several recent quarters of weak earnings growth. Companies in the S&amp;P 500 traded at roughly 21 times their past 12 months of earnings as of Tuesday, above their 10-year average of about 16, according to FactSet. </p>
<p>
     Mr. Trump's protectionist approach on trade has also raised concerns that such policies could hurt growth. On Monday, bonds rallied and stocks fell after Mr. Trump said the U.S. would impose a border tax on companies that move some operations overseas and he withdrew the U.S. from the Trans-Pacific Partnership, a trade deal he attacked during the campaign. </p>
<p>
     A strengthening dollar could also hurt earnings at multinational companies by making their goods more expensive to buyers outside the U.S. The WSJ Dollar Index, which measures the U.S. currency against 16 others, was little changed Wednesday but is up more than 3% since Election Day. </p>
<p>
     ""The dollar is a real issue,"" said Russ Koesterich, co-portfolio manager of the BlackRock Global Allocation fund. ""The protectionism is still an open question. We don't know how much of that we'll have and what form it will take."" </p>
<p>
     Despite the potential obstacles, the Dow's next milestone could come even easier. Each thousand-point rise requires a shallower climb than the last. The Dow Jones Industrial Average had to advance 10% to go from 10000 to 11000, but needed to rise slightly more than 5% from 19000 to 20000. </p>
<p>
     The wait for 20000 paid off for Nicholas Tyburski, 37, and Jeff Coons, 51, a duo of hatmakers in Bella Vista, Ark., who were selling red trucker hats on eBay emblazoned with ""Dow 20,000"" back in early December. (The commemorative hats include a comma, which doesn't conform with Wall Street Journal style.) </p>
<p>
     When the Dow barreled through 20000 on Wednesday,  Mr. Tyburski said the orders streamed in. At a little after noon Eastern Time,  Mr. Tyburski said he had received about 100 orders at a rate of one every five minutes or so. He said the buyers were from all over the world: He'll be shipping hats to Australia, England, Sweden and Malaysia. </p>
<p>
     Write to Aaron Kuriloff at aaron.kuriloff@wsj.com and Corrie Driebusch at corrie.driebusch@wsj.com </p>
<pre>
 </pre>
<p>
  (END) Dow Jones Newswires</p>
<p>
  January 25, 2017 16:07 ET (21:07 GMT)</p>
",9:07:45 PM,11870
,1/26/2017,,,,Intel 4Q EPS 73c >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  January 26, 2017 16:00 ET (21:00 GMT)</p>
",9:00:22 PM,12882
,1/26/2017,,,,Intel 4Q Net $3.6B >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  January 26, 2017 16:00 ET (21:00 GMT)</p>
",9:00:22 PM,12883
,1/26/2017,,,,Intel 4Q Rev $16.4B >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  January 26, 2017 16:00 ET (21:00 GMT)</p>
",9:00:22 PM,12884
,2/6/2017,,,,Intel Basks in Afterglow of Super Bowl Light Show Launched by Its Drones,"<pre>
By Ted Greenwald </pre>
<p>
     Intel Corp. scored a public-relations coup during Sunday's Super Bowl halftime extravaganza, showing off a product that wasn't actually there and isn't available for sale. </p>
<p>
     As singer Lady Gaga crooned a medley of patriotic songs, television viewers saw the Houston skyline behind her light up with twinkling stars that turned red and blue before taking the form of the Stars and Stripes spread across the sky. </p>
<p>
     The roving stars were a fleet of 300 Intel Shooting Star drones, remote-controlled fliers equipped with LED displays. Each lightweight, four-rotor copter can display any one of four billion colors at a time, including those of Old Glory as well the logo of Intel and sponsor PepsiCo Inc., which were shown in the sky as the halftime show ended. </p>
<p>
     But the drones didn't actually fly in the show on Sunday night. </p>
<p>
     The U.S. flag and Pepsi displays, along with the scene of Ms. Gaga singing atop the roof of NRG Stadium, were filmed early last week and projected on the stadium's screens, according to Anil Nanduri, vice president of Intel's New Technology group and general manager of the drone division. </p>
<p>
     The on-screen imagery switched to a live feed the moment after the singer was seen jumping off the roof, Mr. Nanduri said, and then she was shown live being lowered to the stage on the field below. </p>
<p>
     Many TV viewers thought they were watching a live light show, a perception Intel didn't go out of its way to dispel. ""Our drones have returned to the ground after an amazing #PepsiHalftime show,"" the company tweeted shortly afterward. </p>
<p>
     But prerecording was the only option. The halftime production team needed a solution that would achieve the desired effects even if the stadium roof in Houston were closed for foul weather. </p>
<p>
     In addition, federal regulations forbid drone flights above people who aren't participating in the flight, as well as in the restricted airspace around the stadium. So, Intel received federal waivers to shoot the drone choreography 700 feet above the stadium ahead of the game. </p>
<p>
     The flying light show was designed during meetings that began in early December and remote-controlled by a single pilot as the cameras rolled. Intel executives were pleased with the outcome. ""It's the first time ever we had a Super Bowl where drones were used, and it couldn't have been better,"" said Mr. Nanduri. </p>
<p>
     Fans shouldn't count on being able to replicate the display themselves. The Shooting Star, one of a handful of flying machines Intel has devised so far, isn't available for sale. </p>
<p>
     The company is still gaining experience operating the system and will decide whether to commercialize it in the future, Mr. Nanduri said. </p>
<p>
     The drone division in late January began selling a general-purpose drone development kit for engineers developing fliers and associated software. </p>
<p>
     Intel does see commercial applications for its technology enabling drone fleets to fly in formation. Although the Shooting Star system is intended for entertainment -- it has been used at Walt Disney World in Florida -- Intel envisions uses including inspections of industrial facilities and search-and-rescue missions, Mr. Nanduri said. </p>
<p>
     Write to Ted Greenwald at Ted.Greenwald@wsj.com </p>
<pre>
 </pre>
<p>
  (END) Dow Jones Newswires</p>
<p>
  February 06, 2017 18:18 ET (23:18 GMT)</p>
",11:18:51 PM,10779
,3/13/2017,,,,Intel to Pay $63.54 Per Share Cash for Mobileye>INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  March 13, 2017 07:30 ET (11:30 GMT)</p>
",11:30:36 AM,2888
,3/13/2017,,,,Intel: Equity Value of About $15.3B in Mobileye Acqusition,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  March 13, 2017 07:31 ET (11:31 GMT)</p>
",11:31:05 AM,2899
,3/13/2017,,,,Intel: Mobileye Acquisition Expected to be Accretive to Non-GAAP EPS and Free Cash Flow Immediately,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  March 13, 2017 07:31 ET (11:31 GMT)</p>
",11:31:51 AM,2920
,3/13/2017,,,,Intel Intends to Fund Mobileye Acquisition With Cash from Balance Sheet,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  March 13, 2017 07:32 ET (11:32 GMT)</p>
",11:32:05 AM,2931
,3/13/2017,,,,Intel Expects Mobileye Deal to Close Within 9 Months>INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  March 13, 2017 07:32 ET (11:32 GMT)</p>
",11:32:24 AM,2942
,3/13/2017,,,,"Intel, Mobileye Boards Have Approved Proposed Merger>INTC","<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  March 13, 2017 07:32 ET (11:32 GMT)</p>
",11:32:40 AM,2946
,3/13/2017,,,,Intel: Extraordinary Meeting of Mobileye's Shareholders Will be Convened in Connection with Deal,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  March 13, 2017 07:33 ET (11:33 GMT)</p>
",11:33:08 AM,2958
,3/13/2017,,,,Intel: Citi and Rothschild Inc. Serving as Financial Advisors in Mobileye Acquisition,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  March 13, 2017 07:33 ET (11:33 GMT)</p>
",11:33:49 AM,2963
,3/13/2017,,,,Intel to Buy Mobileye for $15.3 Billion >INTC MBLY,"<pre>
By Austen Hufford </pre>
<p>
     Intel Corp. on Monday said it struck a deal to buy Mobileye N.V. for about $15.3 billion, the latest investment by a technology company in the future of self-driving cars. </p>
<p>
     The deal values Mobileye at $63.54 per share, a 34% premium to its closing price Friday. Mobileye shares rose 33.3% to $63.01 in premarket trading and were recently halted, while Intel shares fell 1.8%. </p>
<p>
     Mobileye makes chip-based camera systems that power semi-automated driving features that already being used in cars today and is working to put that technology in the center of self-driving cars of the future. </p>
<p>
     The two companies already have ties. Intel, Mobileye and BMW AG, have a partnership to put about 40 self-driving cars on the road in test mode. </p>
<p>
     Write to Austen Hufford at austen.hufford@wsj.com </p>
<pre>
 </pre>
<p>
  (END) Dow Jones Newswires</p>
<p>
  March 13, 2017 07:36 ET (11:36 GMT)</p>
",11:36:10 AM,3003
,3/13/2017,,,,BMW Welcomes Intel Takeover of Mobileye,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  March 13, 2017 12:28 ET (16:28 GMT)</p>
",4:28:08 PM,6269
,3/13/2017,,,,BMW Says Intel Acquisition of Mobileye Positive for Cooperation With BMW On Autonomous Vehicles,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  March 13, 2017 12:28 ET (16:28 GMT)</p>
",4:28:28 PM,6272
,3/13/2017,,,,BMW Say Intel Mobileye Deal Positive for Its Development of iNext Vehicle by 2021,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  March 13, 2017 12:28 ET (16:28 GMT)</p>
",4:28:49 PM,6274
